"edge","edge_name","mean","std","right_p","right_p_adj","both_p","both_p_adj","left_p","left_p_adj","t"
"x14_24","IFG_triangularis_L -- PrCG_L","-0.06364712322895262","0.014426378213352093",1.0,"1.0",0.0,"0.0",0.0,"0.0",-139.51518041764552
"x10_12","IFG_opercularis_L -- IFG_orbitalis_L","-0.03657430925432582","0.008473635934066132",1.0,"1.0",0.0,"0.0",0.0,"0.0",-136.49172797956734
"x26_76","SPG_L -- Caud_L","-0.006258593893685328","0.0014506324830297276",1.0,"1.0",0.0,"0.0",0.0,"0.0",-136.43298275474893
"x14_28","IFG_triangularis_L -- SMG_L","-0.08297028286775034","0.019283204568308326",1.0,"1.0",0.0,"0.0",0.0,"0.0",-136.0640401034524
"x24_185","PrCG_L -- PSMG_L","-0.14871468949051045","0.034670472154764036",1.0,"1.0",0.0,"0.0",0.0,"0.0",-135.6419774773959
"x28_187","SMG_L -- PSIG_L","-0.06084773538464179","0.014218441739199384",1.0,"1.0",0.0,"0.0",0.0,"0.0",-135.32948111198888
"x10_30","IFG_opercularis_L -- AG_L","-0.10542158688649952","0.02474393333433712",1.0,"1.0",0.0,"0.0",0.0,"0.0",-134.7289150056256
"x6_8","MFG_L -- MFG_DPFC_L","-0.1468544362871664","0.03544456999982912",1.0,"1.0",0.0,"0.0",0.0,"0.0",-131.01992862934037
"x28_38","SMG_L -- MTG_L","-0.015900832891941722","0.003882062787371293",1.0,"1.0",0.0,"0.0",0.0,"0.0",-129.52610863439045
"x10_26","IFG_opercularis_L -- SPG_L","-0.00699115971214659","0.0017273933715240988",1.0,"1.0",0.0,"0.0",0.0,"0.0",-127.98467645435174
"x24_76","PrCG_L -- Caud_L","-0.009391862898408892","0.002327140295679395",1.0,"1.0",0.0,"0.0",0.0,"0.0",-127.62306718741266
"x183_185","PSTG_L -- PSMG_L","-0.09271584993990759","0.02300241778813026",1.0,"1.0",0.0,"0.0",0.0,"0.0",-127.4619319190818
"x28_185","SMG_L -- PSMG_L","-0.1703000079326593","0.04260649036086367",1.0,"1.0",0.0,"0.0",0.0,"0.0",-126.3976230031423
"x8_26","MFG_DPFC_L -- SPG_L","-0.0033045096682220013","0.0008304631925095189",1.0,"1.0",0.0,"0.0",0.0,"0.0",-125.83070743992161
"x22_38","PoCG_L -- MTG_L","-0.011019083183763231","0.0028159968796376183",1.0,"1.0",0.0,"0.0",0.0,"0.0",-123.74090624715348
"x26_60","SPG_L -- rostral_ACC_L","-0.013106370168157465","0.0033616082875561237",1.0,"1.0",0.0,"0.0",0.0,"0.0",-123.29212104243325
"x8_28","MFG_DPFC_L -- SMG_L","-0.005330394670792988","0.0013787428731204486",1.0,"1.0",0.0,"0.0",0.0,"0.0",-122.25766178706962
"x36_76","STG_L_pole -- Caud_L","-0.018384918649865804","0.004794178297992078",1.0,"1.0",0.0,"0.0",0.0,"0.0",-121.26836741727644
"x22_76","PoCG_L -- Caud_L","-0.013487837615622379","0.0035299295702617924",1.0,"1.0",0.0,"0.0",0.0,"0.0",-120.83042091034733
"x34_78","STG_L -- Put_L","-0.12359233886650602","0.032388628257913776",1.0,"1.0",0.0,"0.0",0.0,"0.0",-120.66991199913403
"x34_183","STG_L -- PSTG_L","-0.1410967735398384","0.03707053713361506",1.0,"1.0",0.0,"0.0",0.0,"0.0",-120.3616697752867
"x6_10","MFG_L -- IFG_opercularis_L","-0.2141300411207224","0.05661388647969352",1.0,"1.0",0.0,"0.0",0.0,"0.0",-119.60645832888994
"x183_187","PSTG_L -- PSIG_L","-0.02095584545027044","0.005633950106157066",1.0,"1.0",0.0,"0.0",0.0,"0.0",-117.62298328646918
"x22_36","PoCG_L -- STG_L_pole","-0.0027812293339201702","0.0007524491299357008",1.0,"1.0",0.0,"0.0",0.0,"0.0",-116.88523569975153
"x30_181","AG_L -- PIns_L","-0.02245731805838801","0.006108642595708208",1.0,"1.0",0.0,"0.0",0.0,"0.0",-116.25541041348652
"x8_24","MFG_DPFC_L -- PrCG_L","-0.009213635011904461","0.0025231234060638166",1.0,"1.0",0.0,"0.0",0.0,"0.0",-115.47620737482774
"x22_42","PoCG_L -- ITG_L","-0.01981477895374746","0.005433861334437263",1.0,"1.0",0.0,"0.0",0.0,"0.0",-115.31363973074092
"x38_183","MTG_L -- PSTG_L","-0.11494232274174865","0.03173362857593968",1.0,"1.0",0.0,"0.0",0.0,"0.0",-114.54080599206499
"x0_183","SFG_L -- PSTG_L","-0.0029432198424502506","0.000819940529323484",1.0,"1.0",0.0,"0.0",0.0,"0.0",-113.51162704963453
"x181_183","PIns_L -- PSTG_L","-0.025099159689242017","0.007059779598444958",1.0,"1.0",0.0,"0.0",0.0,"0.0",-112.42633125794963
"x0_28","SFG_L -- SMG_L","-0.015913919857979266","0.004495755045507602",1.0,"1.0",0.0,"0.0",0.0,"0.0",-111.93722243137876
"x58_187","LG_L -- PSIG_L","-0.08611114476354634","0.024669924720794656",1.0,"1.0",0.0,"0.0",0.0,"0.0",-110.38029197866011
"x6_22","MFG_L -- PoCG_L","-0.03780707967961725","0.01086076954654635",1.0,"1.0",0.0,"0.0",0.0,"0.0",-110.08104255842318
"x12_78","IFG_orbitalis_L -- Put_L","-0.20862979316426508","0.06020768776204077",1.0,"1.0",0.0,"0.0",0.0,"0.0",-109.57825465352877
"x10_50","IFG_opercularis_L -- SOG_L","-0.002244638023160555","0.000649324549987623",1.0,"1.0",0.0,"0.0",0.0,"0.0",-109.31619135516186
"x16_22","LFOG_L -- PoCG_L","-0.0005328017830027344","0.00015422883493368752",1.0,"1.0",0.0,"0.0",0.0,"0.0",-109.24462837392605
"x6_30","MFG_L -- AG_L","-0.085897542735449","0.02491116523562922",1.0,"1.0",0.0,"0.0",0.0,"0.0",-109.0402146532942
"x18_22","MFOG_L -- PoCG_L","-0.00044039149201024645","0.00012804670097527968",1.0,"1.0",0.0,"0.0",0.0,"0.0",-108.7603324650342
"x8_78","MFG_DPFC_L -- Put_L","-0.08559245242107963","0.025104662161769254",1.0,"1.0",0.0,"0.0",0.0,"0.0",-107.81547205299246
"x28_42","SMG_L -- ITG_L","-0.03735489451469822","0.011007589989502799",1.0,"1.0",0.0,"0.0",0.0,"0.0",-107.31372492473456
"x4_54","SFG_pole_L -- IOG_L","-0.00044284048748679644","0.00013050111889919321",1.0,"1.0",0.0,"0.0",0.0,"0.0",-107.30824320972381
"x22_40","PoCG_L -- MTG_L_pole","-0.0015442836330782756","0.0004584152503907456",1.0,"1.0",0.0,"0.0",0.0,"0.0",-106.529039548412
"x10_187","IFG_opercularis_L -- PSIG_L","-0.02166433889945577","0.006447743394689309",1.0,"1.0",0.0,"0.0",0.0,"0.0",-106.25214238595943
"x32_76","PrCu_L -- Caud_L","-0.0028787678828297663","0.0008647929418270213",1.0,"1.0",0.0,"0.0",0.0,"0.0",-105.26754931012951
"x4_42","SFG_pole_L -- ITG_L","-0.0003516500023937564","0.00010631217136556408",1.0,"1.0",0.0,"0.0",0.0,"0.0",-104.59902497374156
"x18_82","MFOG_L -- Thal_L","-0.0016156183747634894","0.0004906097624069456",1.0,"1.0",0.0,"0.0",0.0,"0.0",-104.1364091249848
"x10_70","IFG_opercularis_L -- Ins_L","-0.04349499428428882","0.013455649122595531",1.0,"1.0",0.0,"0.0",0.0,"0.0",-102.21970527113926
"x22_48","PoCG_L -- FuG_L","-0.009887219482469066","0.003072494754369099",1.0,"1.0",0.0,"0.0",0.0,"0.0",-101.76138867652396
"x4_22","SFG_pole_L -- PoCG_L","-0.0004022399705806446","0.00012596059232702778",1.0,"1.0",0.0,"0.0",0.0,"0.0",-100.9835258389002
"x12_24","IFG_orbitalis_L -- PrCG_L","-0.013832151124827887","0.004334470327345421",1.0,"1.0",0.0,"0.0",0.0,"0.0",-100.91452747562055
"x24_30","PrCG_L -- AG_L","-0.13305595764244377","0.04174291451496939",1.0,"1.0",0.0,"0.0",0.0,"0.0",-100.7979167947465
"x20_34","RG_L -- STG_L","-0.050559871936682856","0.01602874868292099",1.0,"1.0",0.0,"0.0",0.0,"0.0",-99.74849359058635
"x30_54","AG_L -- IOG_L","-0.09953118137174058","0.03156667041481882",1.0,"1.0",0.0,"0.0",0.0,"0.0",-99.70808679089154
"x18_44","MFOG_L -- PHG_L","-0.0011890147265495791","0.0003778083053824939",1.0,"1.0",0.0,"0.0",0.0,"0.0",-99.52122951803089
"x30_76","AG_L -- Caud_L","-0.000833208113436719","0.00026500735589909995",1.0,"1.0",0.0,"0.0",0.0,"0.0",-99.42499122157106
"x58_78","LG_L -- Put_L","-0.11860250990883989","0.0378581388988531",1.0,"1.0",0.0,"0.0",0.0,"0.0",-99.06827922171983
"x60_185","rostral_ACC_L -- PSMG_L","-0.0004419485612102915","0.00014131813242351703",1.0,"1.0",0.0,"0.0",0.0,"0.0",-98.89488617571705
"x4_52","SFG_pole_L -- MOG_L","-0.0003987190014626489","0.00012798428082131354",1.0,"1.0",0.0,"0.0",0.0,"0.0",-98.516800885129
"x14_30","IFG_triangularis_L -- AG_L","-0.05724312545010307","0.018446820442692587",1.0,"1.0",0.0,"0.0",0.0,"0.0",-98.130004231046
"x10_72","IFG_opercularis_L -- Amyg_L","-0.0003777925863386427","0.00012175474580785937",1.0,"1.0",0.0,"0.0",0.0,"0.0",-98.12225782486135
"x0_10","SFG_L -- IFG_opercularis_L","-0.15700905739746673","0.05115049449959731",1.0,"1.0",0.0,"0.0",0.0,"0.0",-97.06772916066582
"x22_82","PoCG_L -- Thal_L","-0.20030299131895088","0.06526559829258383",1.0,"1.0",0.0,"0.0",0.0,"0.0",-97.05169205271721
"x2_8","SFG_PFC_L -- MFG_DPFC_L","-0.10414521018982499","0.03428220687129656",1.0,"1.0",0.0,"0.0",0.0,"0.0",-96.06618174647527
"x4_187","SFG_pole_L -- PSIG_L","-0.00020933436283288248","6.900818795943041e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-95.92678762716929
"x28_36","SMG_L -- STG_L_pole","-0.002713746706144988","0.0008980000146432853",1.0,"1.0",0.0,"0.0",0.0,"0.0",-95.56370205190605
"x40_183","MTG_L_pole -- PSTG_L","-0.032627363325061526","0.010942381351439196",1.0,"1.0",0.0,"0.0",0.0,"0.0",-94.29097637825319
"x74_82","Hippo_L -- Thal_L","-0.036367384953766915","0.012439793236056788",1.0,"1.0",0.0,"0.0",0.0,"0.0",-92.44829621822161
"x12_66","IFG_orbitalis_L -- dorsal_ACC_L","-0.010135828579241515","0.0034679935509416187",1.0,"1.0",0.0,"0.0",0.0,"0.0",-92.42319460118058
"x8_68","MFG_DPFC_L -- PCC_L","-0.0023306293551871916","0.0008071418819778339",1.0,"1.0",0.0,"0.0",0.0,"0.0",-91.3110483869488
"x28_70","SMG_L -- Ins_L","-0.00809485623074858","0.002807372201545656",1.0,"1.0",0.0,"0.0",0.0,"0.0",-91.1820064567051
"x70_183","Ins_L -- PSTG_L","-0.005354702830507298","0.0018922075719937743",1.0,"1.0",0.0,"0.0",0.0,"0.0",-89.48837003073427
"x60_82","rostral_ACC_L -- Thal_L","-0.0010986629493134233","0.0003896274632974562",1.0,"1.0",0.0,"0.0",0.0,"0.0",-89.16920976938808
"x20_44","RG_L -- PHG_L","-0.0011605036729778985","0.00041186584669527127",1.0,"1.0",0.0,"0.0",0.0,"0.0",-89.10267430638824
"x6_28","MFG_L -- SMG_L","-0.0423887890945998","0.015059029983747528",1.0,"1.0",0.0,"0.0",0.0,"0.0",-89.01311767099894
"x4_76","SFG_pole_L -- Caud_L","-0.0041018058305955386","0.0014579854134819776",1.0,"1.0",0.0,"0.0",0.0,"0.0",-88.9655604541548
"x20_54","RG_L -- IOG_L","-0.007441361725024431","0.0026457682122702627",1.0,"1.0",0.0,"0.0",0.0,"0.0",-88.9407161033389
"x6_185","MFG_L -- PSMG_L","-0.03605892121093491","0.012839239031813927",1.0,"1.0",0.0,"0.0",0.0,"0.0",-88.8123670823202
"x66_80","dorsal_ACC_L -- GP_L","-0.006119579402771428","0.0021822120613992",1.0,"1.0",0.0,"0.0",0.0,"0.0",-88.67978313071262
"x6_54","MFG_L -- IOG_L","-0.01614962521224617","0.005760578263031744",1.0,"1.0",0.0,"0.0",0.0,"0.0",-88.65359812315192
"x0_72","SFG_L -- Amyg_L","-0.0005452666909303587","0.00019486234391521864",1.0,"1.0",0.0,"0.0",0.0,"0.0",-88.4873208911629
"x2_54","SFG_PFC_L -- IOG_L","-0.005342374551604072","0.0019132634983762406",1.0,"1.0",0.0,"0.0",0.0,"0.0",-88.29976483180376
"x28_40","SMG_L -- MTG_L_pole","-0.0027070104629939315","0.000972343363209341",1.0,"1.0",0.0,"0.0",0.0,"0.0",-88.0380227486036
"x4_24","SFG_pole_L -- PrCG_L","-0.0004479810448085125","0.00016140484126534049",1.0,"1.0",0.0,"0.0",0.0,"0.0",-87.76939025316915
"x10_52","IFG_opercularis_L -- MOG_L","-0.012241989798014451","0.004426935778939424",1.0,"1.0",0.0,"0.0",0.0,"0.0",-87.44778055837261
"x54_70","IOG_L -- Ins_L","-0.005685365368569414","0.002064241641143598",1.0,"1.0",0.0,"0.0",0.0,"0.0",-87.09592683617093
"x4_30","SFG_pole_L -- AG_L","-0.0002642912199325232","9.637873481079651e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-86.71645484991804
"x10_20","IFG_opercularis_L -- RG_L","-0.0004800669755952468","0.0001773359776630083",1.0,"1.0",0.0,"0.0",0.0,"0.0",-85.60615236206066
"x26_54","SPG_L -- IOG_L","-0.045106975121829485","0.016683812025995063",1.0,"1.0",0.0,"0.0",0.0,"0.0",-85.49651573829979
"x6_187","MFG_L -- PSIG_L","-0.012078846146250558","0.004467968689136247",1.0,"1.0",0.0,"0.0",0.0,"0.0",-85.49000225040359
"x4_74","SFG_pole_L -- Hippo_L","-0.00021353807095347602","7.921501476863001e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-85.24478261399508
"x22_70","PoCG_L -- Ins_L","-0.010886811110319593","0.00403912166517975",1.0,"1.0",0.0,"0.0",0.0,"0.0",-85.23417321499394
"x44_187","PHG_L -- PSIG_L","-0.0021967160547921925","0.000818168992003138",1.0,"1.0",0.0,"0.0",0.0,"0.0",-84.90453896077162
"x42_78","ITG_L -- Put_L","-0.0689849176243987","0.02578866281175385",1.0,"1.0",0.0,"0.0",0.0,"0.0",-84.59122734846285
"x4_60","SFG_pole_L -- rostral_ACC_L","-0.0031359130191962762","0.0011747488433554666",1.0,"1.0",0.0,"0.0",0.0,"0.0",-84.41487506819269
"x0_6","SFG_L -- MFG_L","-0.15568275268263676","0.05860805550669396",1.0,"1.0",0.0,"0.0",0.0,"0.0",-84.00075495178156
"x12_28","IFG_orbitalis_L -- SMG_L","-0.00887102023283428","0.0033452701024890372",1.0,"1.0",0.0,"0.0",0.0,"0.0",-83.85759070492117
"x28_48","SMG_L -- FuG_L","-0.012204892898457203","0.004606756325104164",1.0,"1.0",0.0,"0.0",0.0,"0.0",-83.77968669021413
"x10_185","IFG_opercularis_L -- PSMG_L","-0.06461527569585175","0.024512841879217605",1.0,"1.0",0.0,"0.0",0.0,"0.0",-83.35689670149931
"x4_183","SFG_pole_L -- PSTG_L","-0.0003835048184020803","0.0001463956165524626",1.0,"1.0",0.0,"0.0",0.0,"0.0",-82.84050768454716
"x24_42","PrCG_L -- ITG_L","-0.020104996551976204","0.007679602158735472",1.0,"1.0",0.0,"0.0",0.0,"0.0",-82.78759776866536
"x10_16","IFG_opercularis_L -- LFOG_L","-0.0005097664518596848","0.00019526474326300928",1.0,"1.0",0.0,"0.0",0.0,"0.0",-82.55576688761921
"x42_183","ITG_L -- PSTG_L","-0.01445000412074106","0.005550860372379194",1.0,"1.0",0.0,"0.0",0.0,"0.0",-82.32043711230094
"x30_60","AG_L -- rostral_ACC_L","-0.0007716935908994165","0.0002990088673513293",1.0,"1.0",0.0,"0.0",0.0,"0.0",-81.61327871688259
"x78_185","Put_L -- PSMG_L","-0.06651444674898745","0.025779370686968017",1.0,"1.0",0.0,"0.0",0.0,"0.0",-81.59126597264529
"x12_14","IFG_orbitalis_L -- IFG_triangularis_L","-0.08739259679181698","0.03393154941213806",1.0,"1.0",0.0,"0.0",0.0,"0.0",-81.44622373183044
"x8_10","MFG_DPFC_L -- IFG_opercularis_L","-0.012902835090525894","0.005014688434866231",1.0,"1.0",0.0,"0.0",0.0,"0.0",-81.36566745785294
"x8_12","MFG_DPFC_L -- IFG_orbitalis_L","-0.07597226954348678","0.02953443646306818",1.0,"1.0",0.0,"0.0",0.0,"0.0",-81.34416618041031
"x34_76","STG_L -- Caud_L","-0.018938200179653232","0.007374559159104705",1.0,"1.0",0.0,"0.0",0.0,"0.0",-81.20871507007448
"x2_42","SFG_PFC_L -- ITG_L","-0.005103087553167464","0.0019902038207509376",1.0,"1.0",0.0,"0.0",0.0,"0.0",-81.08405580879591
"x52_60","MOG_L -- rostral_ACC_L","-0.000439272189062773","0.0001719204832487807",1.0,"1.0",0.0,"0.0",0.0,"0.0",-80.79901847392694
"x62_185","subcallosal_ACC_L -- PSMG_L","-0.0002399875040845224","9.397796518002092e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-80.75373002940815
"x52_82","MOG_L -- Thal_L","-0.06303668002837222","0.024772775099242417",1.0,"1.0",0.0,"0.0",0.0,"0.0",-80.46715970509084
"x18_52","MFOG_L -- MOG_L","-0.003188141660056092","0.0012545794664012584",1.0,"1.0",0.0,"0.0",0.0,"0.0",-80.35990879052856
"x74_187","Hippo_L -- PSIG_L","-0.0108087059999325","0.00425597686667232",1.0,"1.0",0.0,"0.0",0.0,"0.0",-80.31089122352152
"x18_54","MFOG_L -- IOG_L","-0.003502461396489609","0.0013805447714583094",1.0,"1.0",0.0,"0.0",0.0,"0.0",-80.22742658335952
"x4_38","SFG_pole_L -- MTG_L","-0.00047408427800397617","0.00018693040144827512",1.0,"1.0",0.0,"0.0",0.0,"0.0",-80.20023012596289
"x54_62","IOG_L -- subcallosal_ACC_L","-0.0002369276134147668","9.412380215595236e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-79.60057730531723
"x36_62","STG_L_pole -- subcallosal_ACC_L","-0.0009452014089391098","0.0003777302254386233",1.0,"1.0",0.0,"0.0",0.0,"0.0",-79.13026542625721
"x8_32","MFG_DPFC_L -- PrCu_L","-0.0008638854582308925","0.0003463459872795552",1.0,"1.0",0.0,"0.0",0.0,"0.0",-78.87620431135093
"x28_74","SMG_L -- Hippo_L","-0.0006210874690231686","0.0002500165729040583",1.0,"1.0",0.0,"0.0",0.0,"0.0",-78.55683347264238
"x30_42","AG_L -- ITG_L","-0.047614962951509944","0.019244326751898296",1.0,"1.0",0.0,"0.0",0.0,"0.0",-78.24214147499457
"x60_72","rostral_ACC_L -- Amyg_L","-0.0001736904885719154","7.083572846207318e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-77.53962071397096
"x52_62","MOG_L -- subcallosal_ACC_L","-0.00017313450327605158","7.121496920549653e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-76.87981586207718
"x62_72","subcallosal_ACC_L -- Amyg_L","-0.00023015984325681013","9.475419571906978e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-76.81235908083245
"x2_72","SFG_PFC_L -- Amyg_L","-0.0005906008885542253","0.0002437167855876976",1.0,"1.0",0.0,"0.0",0.0,"0.0",-76.63173430779472
"x78_187","Put_L -- PSIG_L","-0.018634149861829485","0.007754062014916594",1.0,"1.0",0.0,"0.0",0.0,"0.0",-75.99417661470291
"x4_50","SFG_pole_L -- SOG_L","-0.0002525454174927757","0.00010509816166509292",1.0,"1.0",0.0,"0.0",0.0,"0.0",-75.98788782435504
"x58_62","LG_L -- subcallosal_ACC_L","-0.00021078737310362649","8.781092827231179e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-75.9094812144646
"x24_72","PrCG_L -- Amyg_L","-0.0011933902419966002","0.0004975455681956867",1.0,"1.0",0.0,"0.0",0.0,"0.0",-75.84895823339987
"x6_72","MFG_L -- Amyg_L","-0.0005077662401308523","0.00021199992255436324",1.0,"1.0",0.0,"0.0",0.0,"0.0",-75.74049171370508
"x30_34","AG_L -- STG_L","-0.030195887875841872","0.012624353268536916",1.0,"1.0",0.0,"0.0",0.0,"0.0",-75.63776110155574
"x56_60","Cu_L -- rostral_ACC_L","-0.002904632046425155","0.0012159102001868475",1.0,"1.0",0.0,"0.0",0.0,"0.0",-75.54219900456417
"x4_82","SFG_pole_L -- Thal_L","-0.0009256739782421177","0.00038849042045478814",1.0,"1.0",0.0,"0.0",0.0,"0.0",-75.34904306179428
"x62_187","subcallosal_ACC_L -- PSIG_L","-0.0002098225994746118","8.806691578625058e-5",1.0,"1.0",0.0,"0.0",0.0,"0.0",-75.34240446519803
"x6_40","MFG_L -- MTG_L_pole","-0.000666825766966017","0.00028044968114041783",1.0,"1.0",0.0,"0.0",0.0,"0.0",-75.18953908332261
"x52_70","MOG_L -- Ins_L","-0.0062165572311079975","0.002624284844016863",1.0,"1.0",0.0,"0.0",0.0,"0.0",-74.90985629822391
"x6_14","MFG_L -- IFG_triangularis_L","-0.07814643164816452","0.033021304420882344",1.0,"1.0",0.0,"0.0",0.0,"0.0",-74.83675141148852
"x28_60","SMG_L -- rostral_ACC_L","-0.0007718383551743598","0.0003277253543443169",1.0,"1.0",0.0,"0.0",0.0,"0.0",-74.47599508168204
"x8_30","MFG_DPFC_L -- AG_L","-0.0033902690008666687","0.0014405093662573471",1.0,"1.0",0.0,"0.0",0.0,"0.0",-74.42486785946198
"x20_82","RG_L -- Thal_L","-0.0028893365565232977","0.0012276704932250155",1.0,"1.0",0.0,"0.0",0.0,"0.0",-74.42456665549906
"x62_76","subcallosal_ACC_L -- Caud_L","-0.020406553303513743","0.008671855056602213",1.0,"1.0",0.0,"0.0",0.0,"0.0",-74.41451363235909
"x28_181","SMG_L -- PIns_L","-0.04367734960660836","0.018727793673717113",1.0,"1.0",0.0,"0.0",0.0,"0.0",-73.75129677458027
"x46_187","ENT_L -- PSIG_L","-0.00047570406462303134","0.00020460368839923703",1.0,"1.0",0.0,"0.0",0.0,"0.0",-73.52303119156852
"x74_78","Hippo_L -- Put_L","-0.025135333562988766","0.01081690150773644",1.0,"1.0",0.0,"0.0",0.0,"0.0",-73.48213695971147
"x8_14","MFG_DPFC_L -- IFG_triangularis_L","-0.06236618454370607","0.02717414367791696",1.0,"1.0",0.0,"0.0",0.0,"0.0",-72.57604672664263
"x34_62","STG_L -- subcallosal_ACC_L","-0.0015533266197844463","0.0006771274915079482",1.0,"1.0",0.0,"0.0",0.0,"0.0",-72.54246992320735
"x38_62","MTG_L -- subcallosal_ACC_L","-0.0008812860647452109","0.00038498953840513826",1.0,"1.0",0.0,"0.0",0.0,"0.0",-72.38823284150543
"x24_48","PrCG_L -- FuG_L","-0.007486988365280314","0.003274364065925618",1.0,"1.0",0.0,"0.0",0.0,"0.0",-72.30697495079444
"x20_78","RG_L -- Put_L","-0.07635453689575965","0.03344406702983568",1.0,"1.0",0.0,"0.0",0.0,"0.0",-72.19643653463558
"x8_42","MFG_DPFC_L -- ITG_L","-0.00389510150567621","0.0017073983627561248",1.0,"1.0",0.0,"0.0",0.0,"0.0",-72.14129253119967
"x4_40","SFG_pole_L -- MTG_L_pole","-0.00029567297185388716","0.0001309342418286839",1.0,"1.0",0.0,"0.0",0.0,"0.0",-71.40989404685352
"x60_181","rostral_ACC_L -- PIns_L","-0.0006006210429379868","0.0002663991291514636",1.0,"1.0",0.0,"0.0",0.0,"0.0",-71.29642324130673
"x10_32","IFG_opercularis_L -- PrCu_L","-0.0011135570631760053","0.0004941157976560544",1.0,"1.0",0.0,"0.0",0.0,"0.0",-71.26622222783818
"x12_30","IFG_orbitalis_L -- AG_L","-0.009371833395744515","0.004171077357298929",1.0,"1.0",0.0,"0.0",0.0,"0.0",-71.05200130206767
"x22_54","PoCG_L -- IOG_L","-0.03649501730317932","0.016287809183459408",1.0,"1.0",0.0,"0.0",0.0,"0.0",-70.85506505227289
"x28_72","SMG_L -- Amyg_L","-0.00430484906912728","0.0019219720037519097",1.0,"1.0",0.0,"0.0",0.0,"0.0",-70.82896116656983
"x36_183","STG_L_pole -- PSTG_L","-0.008336792566783989","0.003738989694248617",1.0,"1.0",0.0,"0.0",0.0,"0.0",-70.5090279653652
